,Unnamed: 0,Clean_Headlines
211,211," 'Gaza’s health ministry said that at least 25 children were among those killed in an Israeli strike on a residential building in Beit Lahia, in northern Gaza. The Israeli military said it was looking into the strike.', 'web_url'"
212,212," 'After supporting Joe Biden in 2020, the majority-Arab American city outside Detroit delivered an unlikely win for Donald Trump, who promised to bring peace to the Middle East.', 'web_url'"
213,213," 'A once pivotal player has seen its influence become limited.', 'web_url'"
214,214," 'The president-elect could reshape government and may dramatically transform foreign and domestic policy in a second term.', 'web_url'"
215,215," 'Most of the provisions of the laws, which could threaten UNRWA’s work by barring its operations in the country, will not take effect for three months.', 'web_url'"
216,216," 'Times foreign correspondents describe what’s at stake for China, Israel, Ukraine, global trade and climate.', 'web_url'"
217,217," 'A Michigan man tried to enter the Capitol Visitor Center on Tuesday with a letter for Congress expressing his discontent with the government’s response to the war in Gaza.', 'web_url'"
218,218," 'The former president flipped back a state he won in 2016 only to lose in 2020.', 'web_url'"
219,219," 'Israel’s Knesset began its winter session on Monday against a backdrop of war in Gaza and Lebanon and with some contentious matters on the agenda.', 'web_url'"
220,220," 'An update on the fighting in the Middle East.', 'web_url'"
221,221," 'Plus, Republicans win control of the Senate.', 'web_url'"
222,222," 'Yoav Gallant, the departing defense minister, opposed Prime Minister Benjamin Netanyahu on key policies. His dismissal has stirred public discontent.', 'web_url'"
223,223," 'Donald J. Trump has said he would transform America’s relationship with allies and adversaries. He has pledged to end the war in Ukraine in 24 hours, increase tariffs and deport millions.', 'web_url'"
224,224," 'Crowds lit bonfires and blocked traffic on a major highway after the Israeli prime minister sacked the defense minister, citing “gaps” between their views on handling the war in Gaza.', 'web_url'"
225,225," 'The Israeli defense minister was fired by Prime Minister Benjamin Netanyahu after the two clashed over the course of Israel’s war in the Gaza Strip.', 'web_url'"
226,226," 'Yoav Gallant, the ousted cabinet minister, and Prime Minister Benjamin Netanyahu, had sharp public disagreements over Israel’s war against Hamas and what will follow it.', 'web_url'"
227,227," 'Israel’s prime minister said Israeli airstrikes on Iran had achieved their goals, and Iranian officials did not threaten retaliation.', 'web_url'"
228,228," 'Despite hopes that political shifts in Beirut could bring lasting peace to the Israel-Lebanon border, the United States may have to settle for a quicker fix.', 'web_url'"
229,229, 'American politics have not been topmost in the minds of Gazans. “We only need one thing
230,230," 'The Biden administration bears responsibility for the mass murder and starvation of Palestinian civilians.', 'web_url'"
231,231," 'The Gaza health ministry said the staff of the facility, Kamal Adwan Hospital, had been expelled or detained and urged people in Gaza with surgical skills to go there to save those patients they could.', 'web_url'"
232,232," 'The two countries have been fighting a shadow war for years. Now, their conflict has burst into the open.', 'web_url'"
233,233," 'After military-on-military attacks, will Israel and Iran be able to contain their conflict? Maria Abi-Habib, an investigative correspondent for The New York Times, looks at an unprecedented new chapter in the Middle East.', 'web_url'"
234,234," 'While Donald J. Trump is seen by many in Tehran as having been disastrous for their country, some hope he might be more open to negotiation in a second term as U.S. president.', 'web_url'"
235,235," 'For Gazans facing Israel’s latest offensive against Hamas in the north, every option is fraught with peril.', 'web_url'"
236,236," 'Israel’s military did not provide an immediate comment on the strike, but said earlier on Sunday that it was carrying out “targeted ground raids” in southern Lebanon.', 'web_url'"
237,237," 'Gaza’s health ministry reported that dozens of people had been killed in a residential area of Khan Younis, as Israel launched a barrage of attacks across the region on Friday.', 'web_url'"
238,238," 'Israel began a military offensive in the northern part of the enclave several weeks ago, targeting what it said was a regrouped Hamas presence in the area.', 'web_url'"
239,239," 'Explosions woke Iranians up and rattled their windows as strikes targeted sites in at least three provinces.', 'web_url'"
240,240," '“Our campaign has not been about being against something, it is about being for something,” Vice President Kamala Harris said, avoiding any mention of her rival by name.', 'web_url'"
241,241," 'Iran’s initial reaction suggested that the sides had once again averted an uncontrolled war, even if the prospect looms larger than ever.', 'web_url'"
242,242," 'The three worked for Lebanese news organizations, their employers said. Lebanon’s health ministry said they had been staying in a residence housing journalists.', 'web_url'"
243,243," 'Saudi Arabia, which leads the group, appears wary of unsettling markets just before the U.S. presidential election on Tuesday.', 'web_url'"
244,244," 'Aid agencies said that children in some areas of northern Gaza where Israel is mounting an offensive against Hamas will miss the doses, compromising the effectiveness of the campaign.', 'web_url'"
245,245," 'In the Iranian capital’s Palestine Square, a series of murals have telegraphed warnings to the country’s enemies.', 'web_url'"
246,246," 'On Oct. 7, an Israeli college student opened her phone. What she did next landed her in prison.', 'web_url'"
247,247," 'Despite losing leaders and weapons stockpiles, the militant group remains resilient, experts say.', 'web_url'"
248,248," 'Israeli attacks hit air-defense systems around important energy sites but avoided the facilities themselves, Iranian and Israeli officials said. The United States had urged Israel not to strike energy and oil facilities.', 'web_url'"
249,249," 'While Lebanese are united against Israel’s onslaught, some in southern towns where Hezbollah does not hold sway say they feel caught between Israel’s firepower and Hezbollah’s fighters.', 'web_url'"
250,250," 'As clashes with Hezbollah militants intensified, Israel’s public broadcaster reported that the soldiers had been killed when a rocket struck a building they were in.', 'web_url'"
251,251," 'Many in Hollywood have struggled to navigate how to talk about their support for Israel on social media. Some of them have turned to Hen Mazzig for advice.', 'web_url'"
252,252," 'Iran fired two of the largest barrages of ballistic missiles ever at Israel this year. Even the world’s best defenses don’t always stop them.', 'web_url'"
253,253," 'This election has shown that Arab American and Muslim American lives are considered to be expendable.', 'web_url'"
254,254," 'Abandoned and off limits to civilians, Metula, a symbol of early pioneering Zionism, is left half-ruined by Hezbollah’s rockets and missiles.', 'web_url'"
255,255," 'An all-out war could entangle countries around the world and threaten the global economy.', 'web_url'"
256,256," 'A sense of uncertainty prevailed in Iran after an Israeli retaliatory strike. Explosions kept some awake, while others hoped life would go back to normal.', 'web_url'"
257,257," 'One week into the job, the Rev. Mitchell Ikenna Johnson resigned amid criticism by elected leaders that his past posts were anti-Semitic and misogynistic.', 'web_url'"
258,258," 'The facility, Kamal Adwan Hospital, was one of the last functioning hospitals in the north of the enclave.', 'web_url'"
259,259," 'After more than a year of war, farmers have lost land, equipment and sometimes their lives.', 'web_url'"
260,260," 'Israel says it was bombing a structure associated with Hezbollah and says it is reviewing the strike.', 'web_url'"
261,261," 'The suspects planned to assassinate two people, a senior Israeli scientist and the mayor of a large Israeli city, authorities said.', 'web_url'"
262,262," 'The two countries have been fighting a shadow war for years. But direct attacks are bringing direct reprisals, or at least plans for them.', 'web_url'"
263,263," 'Israel’s military said it was looking into whether its forces had “accidentally harmed” Lebanese soldiers while conducting raids in southern Lebanon against Hezbollah.', 'web_url'"
264,264," 'Hours after issuing evacuation orders, Israel took aim at Tyre, an ancient port city in Lebanon, in the military’s ongoing campaign against Hezbollah.', 'web_url'"
265,265," 'President Biden hosted his final pre-election international visitor in the Oval Office, where the talk focused on the Middle East and Europe. But uncertainty in the United States hung over the meeting.', 'web_url'"
266,266," 'Suzanne Nossel, who has led the free expression group since 2013, is leaving after a year of intense criticism of its response to the war in Gaza.', 'web_url'"
267,267," 'Tehran has several plans for responding to a threatened retaliatory strike by Israel, depending on its severity, and might also do nothing, insiders say.', 'web_url'"
268,268," 'A second Donald J. Trump presidency would almost certainly mark a return to an era of foreign policy decrees, untethered to any policy process, at a moment of maximum international peril.', 'web_url'"
269,269," 'Messages among leaders at Harvard and other universities, published by House Republicans, reveal discussions on how to balance public statements about the war and how to negotiate with protesters.', 'web_url'"
270,270," 'The rare step of closing the consulates reflected German protests over the execution of Jamshid Sharmahd, an outspoken opponent of the Iranian regime.', 'web_url'"
271,271," 'The arrests, all of Sri Lankans, came a day after the U.S. and Israel issued warnings to its citizens to avoid a popular tourist area.', 'web_url'"
272,272," 'Israeli troops had withdrawn from Kamal Adwan Hospital after arresting most of the medical staff. The Israeli military said it was “unaware of a strike” there.', 'web_url'"
273,273," 'The Israeli military struck targets in the port city of Tyre on Wednesday, the latest phase of a bombardment campaign against the militant group Hezbollah.', 'web_url'"
274,274," 'William Burns, the C.I.A. director, made a last-ditch attempt to move Gaza talks along before U.S. elections next week.', 'web_url'"
275,275," 'The news organization strongly denied the accusations, which it said were based on “fabricated evidence” and followed a long history of Israeli hostility toward the network.', 'web_url'"
276,276," 'Times foreign correspondents describe what’s at stake for the world, including China, Israel, Ukraine, global trade and climate.', 'web_url'"
277,277," 'Hashem Safieddine, a cousin of Hassan Nasrallah, joined Hezbollah soon after the group was formed and rose quickly in its ranks.', 'web_url'"
278,278," 'Even if you think Harris is flawed on the Middle East, don’t try to punish the Democratic Party and risk a Trump election.', 'web_url'"
279,279," 'Former President Donald J. Trump is trying to persuade a potentially decisive group of Arab and Muslim voters that they should vote for him, even though he has spent years insulting and demonizing them.', 'web_url'"
280,280," 'Airstrikes on Monday targeted people who the military said were senior leaders of the group, which has sharply stepped up its attacks in Iraq and Syria.', 'web_url'"
281,281," 'Officials said the attack damaged Rafik Hariri University Hospital, the largest public health facility in Lebanon.', 'web_url'"
282,282," 'Hashem Safieddine, the presumed successor to Hassan Nasrallah, is the latest Hezbollah leader Israel says it has killed.', 'web_url'"
283,283," 'Saudi Arabia and its Gulf neighbors are seeking to reassure foreign investors that it’s still safe to do business amid the turmoil around the Mideast.', 'web_url'"
284,284," 'Homes in northern Israel along the Lebanon border have been under the constant threat of Hezbollah’s rocket attacks since October of last year. We look at life on the ground for the few Israelis who stayed behind.', 'web_url'"
285,285," 'The documents began circulating on Friday on the Telegram app, and U.S. officials are looking for the original source of the leak.', 'web_url'"
286,286," 'The Terminal High Altitude Area Defense system was in place, Defense Secretary Lloyd J. Austin III said on Monday. The deployment comes as Israel prepares for retaliatory attacks against Iran.', 'web_url'"
287,287," 'After Mr. Hasan voiced support for Palestinians, the CNN guest, Ryan James Girdusky, said, “I hope your beeper doesn’t go off.”', 'web_url'"
288,288," 'Homes in northern Israel along the Lebanon border have been under the constant threat of Hezbollah’s rocket attacks since October of last year. We look at life on the ground for the few Israelis who stayed behind.', 'web_url'"
289,289," 'Mr. Qassem had been the Lebanese militant group’s longtime deputy. He replaces Hassan Nasrallah, who was assassinated in an Israeli airstrike last month.', 'web_url'"
290,290, 'The deaths showed the complexity of Israel’s fight with Hezbollah
291,291," 'Dayenu, a nonprofit group, is mobilizing Jews around a threat that organizers warn every walk of life on earth must confront"
292,292," 'Israel launched airstrikes on several branches of Al-Qard al-Hasan, a financial association which U.S., Israeli and other officials accuse of operating as the banking arm of Hezbollah.', 'web_url'"
293,293," 'Envoys from Israel, Egypt, the United States and Qatar took part in the negotiations, but no agreements are expected until American voters choose their next president.', 'web_url'"
294,294," 'Before Hamas’s Oct. 7 attacks, Saudi Arabia was open to forging stronger ties with the Israelis. Now, a year into the war in Gaza, it is warming up to its traditional enemy, Iran.', 'web_url'"
295,295," 'Secretary of State Antony J. Blinken is expected to depart on Monday in a renewed effort to bring calm to the region. The State Department did not say which other countries he might stop in.', 'web_url'"
296,296," 'Analysts said Israel was expected to wait until the outcome of the election before deciding on its stance on a cease-fire in Gaza. Hamas officials seem reluctant to compromise.', 'web_url'"
297,297," 'Branches of Al-Qard al-Hasan, which functions as Hezbollah’s de facto banking arm but also operates as an alternative bank for Lebanese, were targeted around Beirut and across the country’s south and east.', 'web_url'"
298,298," 'The suspects, all Israeli citizens, conducted intelligence missions for two years under the direction of two Iranian agents, the authorities said.', 'web_url'"
299,299," 'Plus, New York Liberty are W.N.B.A. champions.', 'web_url'"
300,300," 'Thousands joined families of hostages held in Gaza during a protest in Tel Aviv to call on Prime Minister Benjamin Netanyahu’s government to reach a cease-fire deal and to push for the release of hostages.', 'web_url'"
301,301," 'Plus, hear a long-lost Chopin waltz.', 'web_url'"
302,302," 'The de facto bank is the largest microcredit organization in a country where the traditional banking sector is in shambles.', 'web_url'"
303,303," 'Palestinians combed through rubble looking for survivors after an overnight Israeli airstrike hit a residential building in the town of Beit Lahia, in northern Gaza, killing dozens of people, according to Palestinian officials.', 'web_url'"
304,304," 'American officials are trying to determine the source of the leak, which describes military drills and weapons placement, and how damaging it might be.', 'web_url'"
305,305, 'Experts inside and outside the Biden administration fear that Iran may conclude it has only one defense left
306,306," 'Extensive Israeli attacks have blown up Hezbollah munitions and killed many fighters and leaders, but the Lebanese militia is far from incapacitated, analysts say.', 'web_url'"
307,307," 'For Rome, the rare Christmas Eve rite of redemption is cause for celebration this year. For Bethlehem, it is another grim reminder of the generations of war and deprivation.', 'web_url'"
308,308," 'What does the killing of Yahya Sinwar, mastermind of the Oct. 7 attack, mean for Israel and Gaza? Ronen Bergman, a staff writer for The New York Times Magazine who is based in Tel Aviv, explains.', 'web_url'"
309,309," 'Yahya Sinwar, the leader of Hamas, was killed by Israeli forces in Gaza. What does that mean for cease-fire talks?', 'web_url'"
310,310," 'In a televised statement, family members of people held in Gaza said the death of Hamas’s leader, Yahya Sinwar, was the moment for a cease-fire and hostage deal.', 'web_url'"
311,311," 'American commandos and intelligence officers began helping Israel soon after the Oct. 7 attacks last year.', 'web_url'"
312,312," 'Israel’s killing of the Hamas leader Yahya Sinwar is the latest expression of Israel’s belief that regional acceptance will be achieved only through strength.', 'web_url'"
313,313," 'While some Israelis expressed hope that the war might end soon, many Palestinians were doubtful that the death of Yahya Sinwar would lead to a cease-fire.', 'web_url'"
314,314," 'The Israeli prime minister and his wife were not home at the time of the strike, his office said. The episode highlighted the challenge drones pose to Israel’s air defenses.', 'web_url'"
315,315," 'If Iran strikes back at Israel, it risks further escalation at a time when its economy is struggling and its military is vulnerable. If it doesn’t, it risks looking weak.', 'web_url'"
316,316," 'Secretary of State Antony J. Blinken tried to get Prime Minister Benjamin Netanyahu of Israel to envision a U.S.-backed plan for ending the war in Gaza, but there was no sign of progress.', 'web_url'"
317,317," 'The senator discusses the “astonishing” support for the former president in Pennsylvania, his rift with progressives over Israel and his own position in the Democratic Party.', 'web_url'"
318,318," 'Lloyd J. Austin lamented that civilian casualties during Israel’s war in Lebanon were “far too high.”', 'web_url'"
319,319," 'The endorsement has roiled Hamtramck, Mich., angering many in the Muslim community, as well as longtime residents who welcomed the newcomers.', 'web_url'"
320,320," 'Thirteen children and a woman from the same family were among several Palestinians killed in overnight Israeli strikes on Khan Younis in southern Gaza.', 'web_url'"
321,321," 'Jordan’s foreign minister, Ayman Safadi, appearing with Secretary of State Antony Blinken, said that Israel was conducting “ethnic cleansing” in Gaza.', 'web_url'"
322,322," 'The group’s attacks in the Red Sea have driven up shipping costs and forced the United States and its allies to increase their naval presence in the region.', 'web_url'"
323,323," 'In a war often seen from far away, the footage from an Israeli drone appears to capture a moment both pivotal and personal.', 'web_url'"
324,324," 'About two dozen buildings were demolished in the village, which The Times identified as Mhaibib, just over a mile from Israel’s northern border.', 'web_url'"
325,325," 'Her advisers say the empathy she has expressed for Palestinians as vice president should not be confused with any willingness to break from U.S. foreign policy toward Israel as a presidential candidate.', 'web_url'"
326,326," 'Lebanon’s health ministry blamed Israel for the attack. Camera crews filmed the damage to the area in Hasbaya, Lebanon, where the ministry said the journalists had been staying.', 'web_url'"
327,327," 'The small number of cancer patients from Gaza who are receiving care in Jordan’s capital, Amman, bear burdens beyond those of illness — deep feelings of guilt, along with fear and homesickness.', 'web_url'"
328,328," 'When a Columbia professor needed a lawyer because of her comments about the actions of former Israeli soldiers on campus, tensions over the Israel-Hamas war got in the way.', 'web_url'"
329,329," 'Yahya Sinwar had been the No. 1 target for Israel since the beginning of the war in Gaza.', 'web_url'"
330,330," 'Israel and the United States plan to send envoys next week to negotiations in Qatar, as the related wars in Gaza and Lebanon rage on.', 'web_url'"
331,331, 'Iran’s supreme leader faces a critical choice
332,332," 'Muslim and Arab voters were part of the coalition in Georgia who delivered victories to Democrats there in 2020 and in 2022. Maya King, a politics reporter for The New York Times covering the Southeast, describes how war in the Middle East is affecting their choice in 2024.', 'web_url'"
333,333," 'The strike, in the south of Lebanon, killed at least 16 people, Lebanese officials said. Israel, which also struck near Beirut, said it was targeting Hezbollah militants.', 'web_url'"
334,334," 'Israel and its foes share one thing in common.', 'web_url'"
335,335," 'A unit of Israeli trainee soldiers came upon Yahya Sinwar, the leader of Hamas, while on an operation in southern Gaza, defense officials said.', 'web_url'"
336,336," 'In fights to sway public sentiment, critics often point to costly clothes as evidence of moral corruption.', 'web_url'"
337,337," 'Two veterans of Trump’s term look ahead to a potential second term and what it would mean for the world.', 'web_url'"
338,338," 'The video shows a room that matches photographs obtained by The Times that show the corpse of a man closely resembling the Hamas leader.', 'web_url'"
339,339," 'The university said Shai Davidai had repeatedly harassed and intimidated employees. He said the university had not done enough to crack down on pro-Palestinian protests.', 'web_url'"
340,340," 'Defense Secretary Lloyd J. Austin III said that Washington had not seen evidence to support Israel’s claim that Hezbollah was using a bunker complex embedded underneath Al-Sahel hospital in Beirut.', 'web_url'"
341,341," 'Assassinating Yahya Sinwar was Israel’s Osama bin Laden moment. But getting a cease-fire deal done in the last three months of the Biden presidency is a much bigger reach.', 'web_url'"
342,342," 'The attacks came after the United States expressed concerns about the bombardment of the Lebanese capital.', 'web_url'"
343,343," 'Some of the sharpest criticism about a lack of sufficient assistance in the enclave came from Israel’s allies, including the United States.', 'web_url'"
344,344," 'After a year of war, at least one million people are facing months in the cold. Some said tents, blankets and warm clothes now qualified as luxuries.', 'web_url'"
345,345," 'The Justice Department has accused two Sudanese brothers of cyberattacks on U.S. infrastructure as well as preventing possibly lifesaving alerts from reaching Israelis as the Hamas attack unfolded.', 'web_url'"
346,346," 'Plus, the new hot item on wedding registries.', 'web_url'"
347,347," 'The U.S. secretary of state, visiting Israel, said the killing of Hamas’s leader last week could create an opening for peace, and he pushed the Israeli prime minister to allow more aid into Gaza.', 'web_url'"
348,348," 'There was no official response from the Israeli government, a day after the United States threatened consequences if it didn’t let more relief into Gaza within 30 days.', 'web_url'"
349,349," 'The American Civil Liberties Union has sued Vail, Colo., on behalf of a Native American artist who painted a work entitled “G Is for Genocide.”', 'web_url'"
350,350," 'A leading historian of antisemitism, he countered the prevailing narrative of Jewish victimhood and later pushed back against efforts to diminish the Holocaust’s significance.', 'web_url'"
351,351," 'The campaign is hoping Facebook ads, WhatsApp channels and small meetings with disillusioned voters will help turn the tide.', 'web_url'"
352,352," 'The demand from Israel’s closest ally came amid reports that the humanitarian catastrophe in the Gaza Strip has grown still worse in recent weeks.', 'web_url'"
353,353," 'As search teams combed the ruins of residential buildings across from Rafik Hariri University Hospital just south of Lebanon’s capital, locals listened for signs of their loved ones in the wreckage.', 'web_url'"
354,354," 'The warning was conveyed in a letter sent Sunday to two top Israeli officials that included the possibility of a cutoff of U.S. military aid, officials said.', 'web_url'"
355,355," 'Israel has decimated Hamas’s military wing, along with much of Gaza. But the group’s small-scale, hit-and-run approach poses a threat in the enclave’s north.', 'web_url'"
356,356," 'It can intercept missiles above Earth’s atmosphere, and is being deployed to defend against Iranian attacks.', 'web_url'"
357,357," 'Israel and Hezbollah say they will keep up attacks in an escalating conflict that has devastated Gaza, is causing misery in Lebanon and could draw Iran deeper into the fighting.', 'web_url'"
358,358," 'U.N. Security Council Resolution 1701 was intended to create a buffer zone between Israel and Hezbollah. Here’s a look at why it didn’t and what lies ahead in efforts to end the conflict in Lebanon.', 'web_url'"
359,359," 'Israel has one of the world’s best defenses against missiles and rockets, but struggles to detect slower-moving unmanned aircraft, experts said.', 'web_url'"
360,360," 'The emirate has used its influence with Hamas to press for a truce with Israel. But “the last word is with those on the battlefield,” one expert said.', 'web_url'"
361,361," 'People worked through smoke and darkness to extinguish fires and look through debris following the deadly attack on Deir al-Balah.', 'web_url'"
362,362," 'A two-state solution remains the goal of the United States and the West, but many in the region say the devastation in Gaza and the lack of effective Palestinian leadership make it a remote prospect.', 'web_url'"
363,363," 'At least four Palestinians taking shelter by a hospital were killed in a strike Israeli officials said was targeting a Hamas command center.', 'web_url'"
364,364," 'Three Israeli human rights groups in early June, following the closure of the Rafah border crossing between Gaza and Egypt', 'web_url'"
365,365," 'Plus, SpaceX makes a tricky “catch.”', 'web_url'"
366,366," 'As president, she can create a foreign policy fit for the 21st century.', 'web_url'"
367,367," 'Brent crude, the international benchmark, was trading at below $74 a barrel on Tuesday, a drop from the $80 range.', 'web_url'"
368,368," 'A real strategy for coercive U.S. diplomacy to change Iran’s behavior.', 'web_url'"
369,369," 'Instead, Israel has agreed to focus its next attack on military targets in Iran, the officials said.', 'web_url'"
370,370," 'The Pentagon announced it would send the Terminal High Altitude Area Defense battery and its crew as Israel considered retaliatory attacks against Iran.', 'web_url'"
371,371," 'The United Nations says “the targeting of health and relief operations is broadening” in Lebanon. Hospitals say they have been forced to close or are struggling to operate.', 'web_url'"
372,372," 'The strike, which wounded dozens, showed that the militant group remains a force.', 'web_url'"
373,373," 'Israel’s military showed journalists parts of what it said was Hezbollah’s deeply entrenched military infrastructure across the border in southern Lebanon.', 'web_url'"
374,374," 'Would school administrators be silent if there was a Ku Klux Klan gathering on their campus celebrating white supremacist violence?', 'web_url'"
375,375," 'A video of Shaaban al-Dalou burning to death after an Israeli strike at a hospital has stoked criticism from Israel’s allies and highlighted the plight of people trapped in Gaza.', 'web_url'"
376,376," 'Defense Secretary Lloyd J. Austin III spoke with his Israeli counterpart, Yoav Gallant, on Thursday, the Pentagon said.', 'web_url'"
377,377," 'Three generations on, filmmakers, writers and artists are making new meaning from ancestral trauma.', 'web_url'"
378,378," 'Peace talks were nowhere in sight and, despite Yahya Sinwar’s death, the violence seemed only to increase, as Israel struck northern Gaza and Hezbollah fired dozens of projectiles.', 'web_url'"
379,379," 'Amid the growing Israel-Hezbollah conflict, Firas Hamdan regularly visits his hometown, Hasbaya, near the border with Israel. As part of a new generation of Lebanese politicians, he is addressing rising fears as Israeli strikes hit the surrounding area.', 'web_url'"
380,380," 'Even with Sinwar gone, I’m doubtful Hamas will fold or that Israel will easily embrace Biden’s ideas for a peace deal.', 'web_url'"
381,381," 'Just about all of the actors in the region are looking for an “offramp” to the conflict, many analysts say. But Hezbollah and Hamas are talking tough, and Israel is not backing down.', 'web_url'"
382,382," 'Uncertainty surrounds the fate of the Hamas leader’s corpse as experts say Israel will likely try to avoid having his resting place become a shrine.', 'web_url'"
383,383," 'Israeli forces had been steadily closing in on Yahya Sinwar, the Hamas leader, for weeks before he was cornered and killed in a ruined house in the Gaza Strip.', 'web_url'"
384,384," 'A top deputy to the killed Hamas leader Yahya Sinwar vowed that his “banner will not fall” and that the group would hold to its cease-fire conditions.', 'web_url'"
385,385," 'Lebanon’s caretaker prime minister, Najib Mikati, summoned Tehran’s envoy over reported comments by a senior Iranian official on a U.N. resolution deemed a precondition for a cease-fire.', 'web_url'"
386,386," 'Explaining the issues of sovereignty, self-defense and humanitarian safeguards.', 'web_url'"
387,387," 'Israel has demanded that the force, known as UNIFIL, pull out. But all the countries contributing troops and the U.N. Security Council decided unanimously that UNIFIL should stay.', 'web_url'"
388,388," 'A ceasefire is unlikely, but Israelis and Palestinians have new reasons for hope.', 'web_url'"
389,389," 'Campaigning in the battleground on the same day, Kamala Harris cast herself as a friend to union workers while Donald Trump sought to capitalize on anger over the war in Gaza.', 'web_url'"
390,390," 'Israel’s military said it was “operating with great force” against Hamas and allied groups and issued new evacuation orders, as it also continued its campaign in Lebanon.', 'web_url'"
391,391," 'Analysts call the killing of several Hamas leaders, including Yahya Sinwar, a deep blow to the Palestinian militant group, but expect it to keep fighting.', 'web_url'"
392,392," 'Yahya Sinwar is dead. Could this be a turning point?', 'web_url'"
393,393," 'The president, in a trip to Berlin that lasted barely a day, also joined Chancellor Olaf Scholz of Germany in expressing new optimism about the prospect for peace in the Middle East.', 'web_url'"
394,394," 'Although Yahya Sinwar was a major target of Israel’s military campaign in Gaza, the soldiers who killed the militant chief had not expected to run across him, Israeli officials said.', 'web_url'"
395,395," 'The journalist discusses his experience visiting Israel and the West Bank.', 'web_url'"
396,396," 'Another opening for the U.S. to push for a cease-fire.', 'web_url'"
397,397," 'After arriving in Berlin for previously scheduled meetings, the president said he was sending the secretary of state to Israel in the coming days.', 'web_url'"
398,398," 'Will Israel take steps toward a Palestinian state?', 'web_url'"
399,399, 'A woman in a town surrounded by Israeli troops said she and her family stayed away from the windows and prayed for relief
0,0," 'A 10-day raid by Israeli troops into the occupied territory has been one of the most devastating in years, with at least 39 people killed, according to Palestinian officials.', 'web_url'"
1,1," 'The body of Aysenur Ezgi Eygi, a Turkish American dual citizen, was being sent to Turkey for her funeral. Her fatal shooting by Israeli forces has sparked outrage in both countries.', 'web_url'"
2,2," 'UNRWA, the U.N. agency for Palestinian refugees, has survived 75 years of Israeli-Palestinian strife. Can it survive the latest conflict?', 'web_url'"
3,3," 'The fourth recording in as many days of a hostage killed in Gaza has added to pressure on the Israeli government to reach a cease-fire deal with Hamas.', 'web_url'"
4,4," 'Health workers have reached many vulnerable children. But for the effort to be considered a success, they must also be able to administer a booster round of vaccinations in a few weeks.', 'web_url'"
5,5," 'MoMA’s centenary exhibition of the artist revered for a groundbreaking book makes the case for his later work.', 'web_url'"
6,6," 'As an Israeli offensive against Palestinian militant groups stretched to a 10th day, residents said many people were trapped in their homes out of fear.', 'web_url'"
7,7," 'Cairo will receive its full military aid allotment of $1.3 billion after the secretary of state also said it had made progress on releasing political prisoners and protecting Americans.', 'web_url'"
8,8," 'The political arm of the Muslim Brotherhood won a sizable share of seats in Parliament, though not enough to challenge the government’s pro-Western tilt.', 'web_url'"
9,9," 'The operation killed 21 people, including children, and caused widespread destruction of streets, homes and businesses, according to Palestinian news media and residents.', 'web_url'"
10,10," 'The Noguchi Museum said the headscarves, a symbol of Palestinian identity, violated a dress code that recently banned “political messages, slogans or symbols.”', 'web_url'"
11,11," 'In his first extensive remarks on the death of Aysenur Eygi, the U.S. president called for accountability from Israel.', 'web_url'"
12,12," 'In a region in turmoil, Tehran’s ties to its neighbor are more important than ever.', 'web_url'"
13,13," 'The large size of the two craters left in the aftermath of the attack suggest that Israel used the powerful bombs, according to experts and a New York Times analysis.', 'web_url'"
14,14," 'The Muslim Brotherhood has campaigned on opposition to the Gaza war, but analysts say it won’t be as decisive a factor in parliamentary elections as high unemployment.', 'web_url'"
15,15," 'In a separate incident, a 13-year-old Palestinian girl was also fatally shot, part of the rising toll of West Bank violence during the war in Gaza.', 'web_url'"
16,16," 'Release of the video of Carmel Gat, 40, and Alexander Lobanov, 32, appears designed to inflame divisions in Israel.', 'web_url'"
17,17," 'Captives should not be ransomed at the cost of creating more hostages.', 'web_url'"
18,18," 'Six hostages who were found dead in Gaza recently had been held in narrow tunnels and suffered from malnutrition, family members said, citing an Israeli military investigation.', 'web_url'"
19,19," 'Residents, already forced to flee their homes by intense bombardment, want to avoid becoming a target for Israeli forces hunting Hamas.', 'web_url'"
20,20," 'Syria accused Israel of carrying out the attacks in and around Masyaf, where experts say missiles and unconventional weapons are developed. Israel did not comment.', 'web_url'"
21,21," 'Here’s what Vice President Harris and former President Donald J. Trump have done and want to do on abortion, crime, democracy, the economy, immigration, Israel and Gaza, and Social Security and Medicare.', 'web_url'"
22,22," 'Aysenur Ezgi Eygi, a 26-year-old from the Seattle area, was shot and killed, when Israeli forces opened fire during a protest she was attending in a village in the West Bank, witnesses and Palestinian officials said.', 'web_url'"
23,23," 'The increased Palestinian attacks, coupled with the expansion of Israeli military raids and increased settler violence, have created a spiral of violence that analysts say is set to worsen.', 'web_url'"
24,24," 'It was reminder of the perilous situation facing dozens of remaining hostages still thought to be alive in the war-ravaged Gaza Strip.', 'web_url'"
25,25," 'Israeli operations in the occupied West Bank entered their seventh day on Tuesday, leaving a trail of destruction.', 'web_url'"
26,26," 'Britain’s foreign secretary, David Lammy, said there was a “clear risk” some weapons might be used to commit “a serious violation of international humanitarian law.”', 'web_url'"
27,27," 'Some say they will reluctantly stomach a postwar Israeli military presence in the territory if that allows them to go home. Others worry about another long-term occupation.', 'web_url'"
28,28," 'Ms. Yerushalmi, 24, was one of six captives whose bodies the Israeli military recovered from Gaza over the weekend. It was not clear when the video was taken.', 'web_url'"
